,Covid,Covid,Flu,Flu,Bronchiolitis,Bronchiolitis,Pneumopathy,Pneumopathy,Total Resp. Synd.,Total Resp. Synd.,Number of consultations,Number of consultations
,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std
Week,,,,,,,,,,,,
29,14.857142857142858,31.986604339048828,5.714285714285714,9.776064063386071,28.857142857142858,25.25489108686719,3.7142857142857144,1.799470821684875,53.142857142857146,55.182813059347176,10271.714285714286,1564.8443707800163
30,10.428571428571429,19.518001458970662,3.7142857142857144,8.538428538364768,20.857142857142858,12.428845098245874,3.0,2.70801280154532,38.0,31.464265445104548,9680.285714285714,1751.4031245723831
31,8.571428571428571,12.447987024108794,2.0,3.696845502136472,17.857142857142858,7.33549751615552,2.142857142857143,1.7728105208558365,30.571428571428573,21.18062906570642,7722.142857142857,1587.9346574058002
32,5.142857142857143,5.956189257922424,2.857142857142857,4.845223470201398,7.285714285714286,6.129553700835696,1.7142857142857142,1.7043362064926932,17.0,15.0996688705415,6292.857142857143,1194.5151636502892
33,11.571428571428571,14.40899190155396,0.42857142857142855,0.7867957924694432,7.428571428571429,5.061526214398936,1.0,1.2909944487358056,20.428571428571427,20.13170917447682,5761.285714285715,1202.2393985511255
34,9.571428571428571,11.399665826346883,1.8571428571428572,2.340126166724879,8.285714285714286,4.644505202002531,3.2857142857142856,2.563479777846623,23.0,17.068489485989478,8807.857142857143,1329.9886501484928
35,14.142857142857142,14.84844067490558,2.0,2.6457513110645907,11.714285714285714,4.6084807950229365,2.5714285714285716,1.9880595947760098,30.428571428571427,21.149130343484913,11595.285714285714,1655.5958357729019
36,31.571428571428573,41.71673182651914,4.285714285714286,6.369570517030844,18.285714285714285,7.064330251677218,2.2857142857142856,1.1126972805283737,56.42857142857143,54.34107452887163,12297.857142857143,3369.741999449979
37,47.142857142857146,55.32759580121711,8.571428571428571,9.727232269204208,48.142857142857146,14.519281105121003,5.857142857142857,3.8047589248453675,109.71428571428571,76.51517123140631,13581.142857142857,2465.1019876515884
38,36.42857142857143,44.308980063703956,10.571428571428571,8.67673407946298,69.42857142857143,17.203266577960736,4.142857142857143,2.544836041121407,120.57142857142857,57.75481839309209,14331.714285714286,1577.6535017007288
39,29.428571428571427,35.15137333901831,12.857142857142858,12.654756305154878,78.0,28.51315485876651,8.285714285714286,2.5634797778466227,128.57142857142858,69.80176010879464,13656.42857142857,3331.260565068568
40,30.857142857142858,35.79771208438034,11.428571428571429,8.734169352933014,98.57142857142857,45.349961936246956,11.571428571428571,4.7207747548166585,152.42857142857142,83.81300046901465,13727.57142857143,2137.836434119229
41,33.857142857142854,43.44125754559664,18.714285714285715,15.934389285591145,127.85714285714286,77.1868481271876,12.714285714285714,6.2373681873657185,193.14285714285714,128.7393083864036,14495.42857142857,1597.0425643610608
42,31.142857142857142,40.20957005253256,22.714285714285715,25.018088694078173,171.0,103.73041983911952,16.428571428571427,9.126100716391107,241.28571428571428,168.42378522219312,15389.142857142857,1778.2372759347413
43,20.857142857142858,23.849727960912336,22.0,32.547401329957715,185.42857142857142,119.42062516284913,14.857142857142858,7.081162132224988,243.14285714285714,170.7721957964553,13301.714285714286,1324.6345048459862
44,17.857142857142858,20.028551049510725,20.0,28.658913680272907,155.57142857142858,118.50858920046981,11.142857142857142,9.494359227607577,204.57142857142858,160.294372060549,9870.0,1415.048409065923
45,28.285714285714285,30.357394956936417,35.285714285714285,46.553604535396566,190.57142857142858,117.0937760128709,15.285714285714286,13.780593670258257,269.42857142857144,173.69595767975062,13799.285714285714,1390.4370672904392
46,39.857142857142854,42.06514222579297,51.857142857142854,66.66190459182458,254.14285714285714,150.55168389562942,17.428571428571427,8.462803768199262,363.2857142857143,228.52185474312537,14769.0,1679.9826387991832
47,54.42857142857143,51.68125754035384,81.85714285714286,104.0775809535505,272.57142857142856,149.7418413390828,22.857142857142858,10.63686312513502,431.7142857142857,267.7416131806399,15966.142857142857,1323.6715892510792
48,51.142857142857146,50.795106625962084,103.85714285714286,126.80618882298106,298.2857142857143,143.33842737348823,29.857142857142858,17.591935381764863,483.14285714285717,291.25786316792005,15844.142857142857,1256.2863830315432
49,60.57142857142857,63.65494781203093,165.85714285714286,198.82607858077753,284.57142857142856,108.32029225535588,33.57142857142857,21.991340287009514,544.5714285714286,297.73973933781895,16327.714285714286,1631.162644075866
50,51.57142857142857,49.39249991262892,258.85714285714283,322.76071041946255,231.0,83.68791230916605,30.142857142857142,15.475018270625418,571.5714285714286,353.2425310099079,16199.142857142857,1701.6678513124937
51,56.42857142857143,54.29811888349092,167.15314285714288,150.82933899767707,205.85714285714286,77.73765404964867,25.714285714285715,17.726762119408473,455.1531428571429,184.25444409604577,15229.57142857143,2906.6447356097065
52,37.857142857142854,46.866578608601145,174.14285714285714,152.4657650878043,138.85714285714286,62.15418615944429,16.857142857142858,11.006491591004698,367.7142857142857,164.22820939748678,8345.0,1097.2685784862942
53,19.0,,2.0,,56.0,,3.0,,80.0,,6860.0,
