date,geography,distinct_patient_count J00-J06 Acute upper respiratory infections 0-200,distinct_patient_count J00-J06 Acute upper respiratory infections 1-4,distinct_patient_count J00-J06 Acute upper respiratory infections 15-34,distinct_patient_count J00-J06 Acute upper respiratory infections 35-59,distinct_patient_count J00-J06 Acute upper respiratory infections 5-14,distinct_patient_count J00-J06 Acute upper respiratory infections 60-79,distinct_patient_count J00-J06 Acute upper respiratory infections 80+,distinct_patient_count J00-J06 Acute upper respiratory infections <1,distinct_patient_count J1-J2 RSV 0-200,distinct_patient_count J1-J2 RSV 1-4,distinct_patient_count J1-J2 RSV 15-34,distinct_patient_count J1-J2 RSV 35-59,distinct_patient_count J1-J2 RSV 5-14,distinct_patient_count J1-J2 RSV 60-79,distinct_patient_count J1-J2 RSV 80+,distinct_patient_count J1-J2 RSV <1,distinct_patient_count J10-J18 Influenza and pneumonia 0-200,distinct_patient_count J10-J18 Influenza and pneumonia 1-4,distinct_patient_count J10-J18 Influenza and pneumonia 15-34,distinct_patient_count J10-J18 Influenza and pneumonia 35-59,distinct_patient_count J10-J18 Influenza and pneumonia 5-14,distinct_patient_count J10-J18 Influenza and pneumonia 60-79,distinct_patient_count J10-J18 Influenza and pneumonia 80+,distinct_patient_count J20-J22 Other acute respiratory infections 0-200,distinct_patient_count J20-J22 Other acute respiratory infections 1-4,distinct_patient_count J20-J22 Other acute respiratory infections 15-34,distinct_patient_count J20-J22 Other acute respiratory infections 35-59,distinct_patient_count J20-J22 Other acute respiratory infections 5-14,distinct_patient_count J20-J22 Other acute respiratory infections 60-79,distinct_patient_count J20-J22 Other acute respiratory infections 80+,distinct_patient_count J20-J22 Other acute respiratory infections <1,distinct_patient_count U0 COVID-19 0-200,distinct_patient_count U0 COVID-19 1-4,distinct_patient_count U0 COVID-19 15-34,distinct_patient_count U0 COVID-19 35-59,distinct_patient_count U0 COVID-19 5-14,distinct_patient_count U0 COVID-19 60-79,distinct_patient_count U0 COVID-19 80+,distinct_patient_count U0 COVID-19 <1,ratio J00-J06 Acute upper respiratory infections 0-200,ratio J00-J06 Acute upper respiratory infections 1-4,ratio J00-J06 Acute upper respiratory infections 15-34,ratio J00-J06 Acute upper respiratory infections 35-59,ratio J00-J06 Acute upper respiratory infections 5-14,ratio J00-J06 Acute upper respiratory infections 60-79,ratio J00-J06 Acute upper respiratory infections 80+,ratio J00-J06 Acute upper respiratory infections <1,ratio J1-J2 RSV 0-200,ratio J1-J2 RSV 1-4,ratio J1-J2 RSV 15-34,ratio J1-J2 RSV 35-59,ratio J1-J2 RSV 5-14,ratio J1-J2 RSV 60-79,ratio J1-J2 RSV 80+,ratio J1-J2 RSV <1,ratio J10-J18 Influenza and pneumonia 0-200,ratio J10-J18 Influenza and pneumonia 1-4,ratio J10-J18 Influenza and pneumonia 15-34,ratio J10-J18 Influenza and pneumonia 35-59,ratio J10-J18 Influenza and pneumonia 5-14,ratio J10-J18 Influenza and pneumonia 60-79,ratio J10-J18 Influenza and pneumonia 80+,ratio J20-J22 Other acute respiratory infections 0-200,ratio J20-J22 Other acute respiratory infections 1-4,ratio J20-J22 Other acute respiratory infections 15-34,ratio J20-J22 Other acute respiratory infections 35-59,ratio J20-J22 Other acute respiratory infections 5-14,ratio J20-J22 Other acute respiratory infections 60-79,ratio J20-J22 Other acute respiratory infections 80+,ratio J20-J22 Other acute respiratory infections <1,ratio U0 COVID-19 0-200,ratio U0 COVID-19 1-4,ratio U0 COVID-19 15-34,ratio U0 COVID-19 35-59,ratio U0 COVID-19 5-14,ratio U0 COVID-19 60-79,ratio U0 COVID-19 80+,ratio U0 COVID-19 <1,ratio_all J00-J06 Acute upper respiratory infections 0-200,ratio_all J00-J06 Acute upper respiratory infections 1-4,ratio_all J00-J06 Acute upper respiratory infections 15-34,ratio_all J00-J06 Acute upper respiratory infections 35-59,ratio_all J00-J06 Acute upper respiratory infections 5-14,ratio_all J00-J06 Acute upper respiratory infections 60-79,ratio_all J00-J06 Acute upper respiratory infections 80+,ratio_all J00-J06 Acute upper respiratory infections <1,ratio_all J1-J2 RSV 0-200,ratio_all J1-J2 RSV 1-4,ratio_all J1-J2 RSV 15-34,ratio_all J1-J2 RSV 35-59,ratio_all J1-J2 RSV 5-14,ratio_all J1-J2 RSV 60-79,ratio_all J1-J2 RSV 80+,ratio_all J1-J2 RSV <1,ratio_all J10-J18 Influenza and pneumonia 0-200,ratio_all J10-J18 Influenza and pneumonia 1-4,ratio_all J10-J18 Influenza and pneumonia 15-34,ratio_all J10-J18 Influenza and pneumonia 35-59,ratio_all J10-J18 Influenza and pneumonia 5-14,ratio_all J10-J18 Influenza and pneumonia 60-79,ratio_all J10-J18 Influenza and pneumonia 80+,ratio_all J20-J22 Other acute respiratory infections 0-200,ratio_all J20-J22 Other acute respiratory infections 1-4,ratio_all J20-J22 Other acute respiratory infections 15-34,ratio_all J20-J22 Other acute respiratory infections 35-59,ratio_all J20-J22 Other acute respiratory infections 5-14,ratio_all J20-J22 Other acute respiratory infections 60-79,ratio_all J20-J22 Other acute respiratory infections 80+,ratio_all J20-J22 Other acute respiratory infections <1,ratio_all U0 COVID-19 0-200,ratio_all U0 COVID-19 1-4,ratio_all U0 COVID-19 15-34,ratio_all U0 COVID-19 35-59,ratio_all U0 COVID-19 5-14,ratio_all U0 COVID-19 60-79,ratio_all U0 COVID-19 80+,ratio_all U0 COVID-19 <1
2023-06-05,DE.MV,199.0,4.0,80.0,81.0,15.0,11.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,10.0,0.0,3.0,5.0,17.0,0.0,5.0,5.0,0.0,3.0,4.0,0.0,22.0,0.0,2.0,11.0,0.0,6.0,3.0,0.0,0.78,1.0,0.92,0.76,1.0,0.48,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.09,0.0,0.13,0.25,0.07,0.0,0.06,0.05,0.0,0.13,0.2,0.0,0.09,0.0,0.02,0.1,0.0,0.26,0.15,0.0,0.04,0.13,0.15,0.05,0.16,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0
2023-06-05,DE.NI,1632.0,24.0,649.0,623.0,109.0,142.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.0,0.0,34.0,31.0,3.0,23.0,39.0,283.0,8.0,61.0,105.0,4.0,53.0,52.0,0.0,241.0,0.0,57.0,107.0,2.0,43.0,32.0,0.0,0.71,0.75,0.81,0.72,0.92,0.54,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.04,0.04,0.03,0.09,0.19,0.12,0.25,0.08,0.12,0.03,0.2,0.25,0.0,0.11,0.0,0.07,0.12,0.02,0.16,0.15,0.0,0.04,0.16,0.11,0.04,0.19,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.0,0.01,0.05,0.01,0.01,0.01,0.01,0.0,0.0,0.01,0.0,0.01,0.01,0.0,0.0,0.0,0.0
2023-06-05,DE.NW,2257.0,19.0,998.0,872.0,71.0,189.0,108.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,181.0,0.0,22.0,64.0,0.0,29.0,66.0,439.0,7.0,100.0,160.0,9.0,87.0,76.0,0.0,309.0,8.0,71.0,133.0,7.0,52.0,38.0,0.0,1.41,1.2,1.68,1.42,1.6,1.06,0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.03,0.11,0.0,0.16999999999999998,0.45,0.27,0.42000000000000004,0.16,0.26,0.21000000000000002,0.48,0.52,0.0,0.2,0.38,0.12,0.21000000000000002,0.18,0.28,0.27,0.0,0.06,0.32,0.22999999999999998,0.07,0.24,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.12000000000000001,0.03,0.02,0.03,0.02,0.0,0.0,0.01,0.14,0.01,0.01,0.03,0.0,0.0,0.0
2023-06-05,DE.RP,378.0,9.0,165.0,138.0,15.0,35.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,0.0,7.0,18.0,0.0,11.0,10.0,98.0,4.0,27.0,32.0,2.0,14.0,19.0,0.0,31.0,0.0,10.0,15.0,0.0,2.0,4.0,0.0,0.68,0.69,0.79,0.68,0.88,0.56,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.03,0.09,0.0,0.18,0.2,0.18,0.31,0.13,0.16,0.12,0.23,0.39,0.0,0.06,0.0,0.05,0.07,0.0,0.03,0.08,0.0,0.03,0.2,0.11,0.04,0.1,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.09,0.02,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0
2023-06-05,DE.SL,238.0,0.0,82.0,107.0,13.0,22.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,2.0,9.0,2.0,0.0,6.0,47.0,0.0,9.0,20.0,2.0,7.0,9.0,0.0,8.0,0.0,2.0,6.0,0.0,0.0,0.0,0.0,0.76,0.0,0.86,0.75,0.76,0.76,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.02,0.06,0.12,0.0,0.21,0.15,0.0,0.09,0.14,0.12,0.24,0.31,0.0,0.03,0.0,0.02,0.04,0.0,0.0,0.0,0.0,0.03,0.0,0.11,0.05,0.17,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.01,0.0,0.01,0.01,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-05,DE.SN,220.0,2.0,87.0,97.0,13.0,13.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,7.0,4.0,30.0,0.0,2.0,13.0,0.0,3.0,12.0,0.0,27.0,0.0,4.0,14.0,0.0,4.0,5.0,0.0,0.76,1.0,0.94,0.78,1.0,0.48,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.26,0.14,0.11,0.0,0.02,0.1,0.0,0.11,0.41,0.0,0.1,0.0,0.04,0.11,0.0,0.15,0.17,0.0,0.02,0.12,0.1,0.04,0.2,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0
2023-06-05,DE.ST,381.0,14.0,137.0,144.0,35.0,30.0,21.0,0.0,4.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,16.0,0.0,2.0,5.0,0.0,4.0,5.0,56.0,2.0,10.0,16.0,0.0,15.0,13.0,0.0,53.0,0.0,7.0,33.0,0.0,9.0,4.0,0.0,0.75,0.88,0.87,0.72,1.0,0.52,0.49,0.0,0.01,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.03,0.0,0.01,0.02,0.0,0.07,0.12,0.12,0.12,0.06,0.08,0.0,0.26,0.3,0.0,0.12,0.0,0.04,0.16,0.0,0.16,0.09,0.0,0.03,0.26,0.14,0.05,0.24,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.01,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0
2023-06-05,DE.SH,857.0,11.0,355.0,328.0,33.0,76.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,0.0,13.0,15.0,0.0,12.0,19.0,110.0,0.0,18.0,47.0,0.0,17.0,28.0,0.0,96.0,0.0,22.0,48.0,0.0,13.0,13.0,0.0,0.76,1.0,0.87,0.75,1.0,0.64,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.03,0.03,0.0,0.1,0.17,0.1,0.0,0.04,0.11,0.0,0.14,0.25,0.0,0.09,0.0,0.05,0.11,0.0,0.11,0.11,0.0,0.03,0.27,0.12,0.04,0.18,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0
2023-06-05,DE.TH,547.0,10.0,233.0,211.0,23.0,47.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,2.0,17.0,2.0,6.0,11.0,82.0,0.0,13.0,27.0,3.0,17.0,22.0,0.0,47.0,0.0,4.0,24.0,0.0,11.0,8.0,0.0,0.77,1.0,0.92,0.76,0.82,0.58,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.01,0.06,0.07,0.07,0.17,0.12,0.0,0.05,0.1,0.11,0.21,0.34,0.0,0.07,0.0,0.02,0.09,0.0,0.14,0.12,0.0,0.04,0.19,0.16,0.05,0.13,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.01,0.0,0.01,0.01,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0
2023-06-12,DE.BW,1335.0,8.0,553.0,551.0,38.0,118.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142.0,0.0,45.0,37.0,0.0,21.0,39.0,201.0,0.0,40.0,85.0,3.0,32.0,41.0,0.0,84.0,0.0,22.0,36.0,0.0,15.0,11.0,0.0,0.76,1.0,0.84,0.78,0.93,0.63,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.07,0.05,0.0,0.11,0.25,0.11,0.0,0.06,0.12,0.07,0.17,0.26,0.0,0.05,0.0,0.03,0.05,0.0,0.08,0.07,0.0,0.03,0.07,0.09,0.04,0.1,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-12,DE.BY,1551.0,39.0,651.0,558.0,86.0,134.0,81.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.0,0.0,13.0,35.0,0.0,15.0,42.0,212.0,6.0,51.0,62.0,10.0,32.0,51.0,0.0,113.0,0.0,32.0,45.0,0.0,20.0,16.0,0.0,0.78,0.87,0.87,0.8,0.9,0.67,0.43,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.02,0.05,0.0,0.07,0.22,0.11,0.13,0.07,0.09,0.1,0.16,0.27,0.0,0.06,0.0,0.04,0.06,0.0,0.1,0.08,0.0,0.03,0.16,0.1,0.04,0.11,0.01,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-12,DE.BE,475.0,0.0,211.0,179.0,26.0,36.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,5.0,0.0,2.0,8.0,87.0,0.0,25.0,39.0,0.0,13.0,10.0,0.0,94.0,0.0,25.0,47.0,0.0,11.0,11.0,0.0,0.71,0.0,0.81,0.66,1.0,0.58,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.02,0.0,0.03,0.15,0.13,0.0,0.1,0.14,0.0,0.21,0.19,0.0,0.15,0.0,0.1,0.17,0.0,0.18,0.21,0.0,0.04,0.0,0.12,0.04,0.3,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.0,0.01,0.0,0.0,0.01,0.0,0.01,0.01,0.0,0.0,0.0,0.0
2023-06-12,DE.BB,264.0,11.0,91.0,106.0,40.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,5.0,0.0,5.0,3.0,12.0,0.0,0.0,5.0,3.0,4.0,0.0,0.0,29.0,0.0,8.0,9.0,0.0,5.0,7.0,0.0,0.83,1.0,0.92,0.85,0.93,0.36,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.04,0.0,0.23,0.17,0.06,0.0,0.0,0.04,0.07,0.18,0.0,0.0,0.11,0.0,0.08,0.07,0.0,0.23,0.39,0.0,0.04,0.23,0.12,0.05,0.24,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0
2023-06-12,DE.HB,155.0,7.0,64.0,67.0,10.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,2.0,32.0,3.0,5.0,8.0,7.0,5.0,4.0,0.0,25.0,0.0,9.0,12.0,0.0,4.0,0.0,0.0,0.72,0.7,0.82,0.77,0.59,0.31,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.12,0.25,0.15,0.3,0.06,0.09,0.41,0.31,0.5,0.0,0.14,0.0,0.12,0.14,0.0,0.25,0.0,0.0,0.04,0.14,0.09,0.05,0.13,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.06,0.01,0.01,0.09,0.01,0.0,0.0,0.01,0.0,0.01,0.01,0.0,0.01,0.0,0.0
2023-06-12,DE.HH,486.0,7.0,240.0,185.0,18.0,27.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,11.0,19.0,0.0,0.0,8.0,82.0,0.0,22.0,36.0,0.0,16.0,8.0,0.0,17.0,0.0,2.0,12.0,0.0,3.0,0.0,0.0,0.78,1.0,0.87,0.73,1.0,0.59,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.04,0.08,0.0,0.0,0.32,0.14,0.0,0.08,0.14,0.0,0.35,0.32,0.0,0.03,0.0,0.01,0.05,0.0,0.07,0.0,0.0,0.05,0.32,0.15,0.06,0.17,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-12,DE.HE,1146.0,8.0,431.0,482.0,60.0,90.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,0.0,10.0,18.0,0.0,10.0,34.0,142.0,0.0,36.0,61.0,6.0,17.0,22.0,0.0,95.0,0.0,22.0,48.0,2.0,10.0,13.0,0.0,0.79,1.0,0.86,0.79,0.88,0.71,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.02,0.03,0.0,0.08,0.24,0.1,0.0,0.07,0.1,0.09,0.13,0.15,0.0,0.07,0.0,0.04,0.08,0.03,0.08,0.09,0.0,0.03,0.14,0.1,0.05,0.16,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.02,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.0,0.0
2023-06-12,DE.MV,211.0,0.0,84.0,78.0,17.0,22.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,3.0,3.0,2.0,5.0,5.0,30.0,0.0,9.0,11.0,3.0,2.0,5.0,0.0,26.0,0.0,9.0,11.0,2.0,0.0,4.0,0.0,0.74,0.0,0.8,0.76,0.71,0.76,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.03,0.03,0.08,0.17,0.21,0.11,0.0,0.09,0.11,0.12,0.07,0.21,0.0,0.1,0.0,0.09,0.11,0.08,0.0,0.17,0.0,0.03,0.0,0.13,0.04,0.16,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.01,0.01,0.03,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.02,0.0,0.0,0.0
2023-06-12,DE.NI,1393.0,18.0,573.0,492.0,91.0,140.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.0,0.0,24.0,35.0,0.0,20.0,36.0,272.0,3.0,54.0,105.0,15.0,29.0,66.0,0.0,209.0,0.0,52.0,97.0,4.0,27.0,29.0,0.0,0.7,0.86,0.82,0.67,0.83,0.65,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.03,0.05,0.0,0.09,0.17,0.14,0.14,0.08,0.14,0.14,0.13,0.31,0.0,0.11,0.0,0.07,0.13,0.04,0.12,0.14,0.0,0.03,0.14,0.1,0.04,0.15,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.01,0.01,0.03,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.0,0.0,0.0
2023-06-12,DE.NW,2522.0,34.0,1084.0,947.0,107.0,218.0,132.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,193.0,0.0,32.0,52.0,2.0,37.0,70.0,461.0,9.0,109.0,183.0,16.0,75.0,69.0,0.0,336.0,3.0,91.0,156.0,8.0,50.0,28.0,0.0,1.44,1.28,1.6400000000000001,1.41,1.56,1.15,0.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.05,0.07,0.05,0.19,0.47,0.26,0.44000000000000006,0.16,0.28,0.22000000000000003,0.39,0.45,0.0,0.19,0.27,0.14,0.23,0.16999999999999998,0.26,0.19,0.0,0.06,0.22000000000000003,0.19,0.06,0.25,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.01,0.08,0.02,0.02,0.04,0.0,0.0,0.0,0.0,0.05,0.01,0.01,0.02,0.0,0.0,0.0
2023-06-12,DE.RP,511.0,9.0,201.0,179.0,40.0,53.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,0.0,9.0,23.0,0.0,15.0,18.0,157.0,2.0,37.0,54.0,4.0,31.0,29.0,0.0,39.0,0.0,8.0,21.0,0.0,3.0,7.0,0.0,0.66,0.82,0.79,0.65,0.91,0.52,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.04,0.08,0.0,0.15,0.22,0.2,0.18,0.15,0.19,0.09,0.3,0.35,0.0,0.05,0.0,0.03,0.08,0.0,0.03,0.08,0.0,0.02,0.11,0.08,0.03,0.14,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.02,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-12,DE.SL,292.0,6.0,119.0,97.0,11.0,35.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,2.0,4.0,0.0,11.0,12.0,54.0,0.0,11.0,18.0,4.0,9.0,12.0,0.0,20.0,0.0,7.0,5.0,0.0,5.0,3.0,0.0,0.74,1.0,0.86,0.78,0.73,0.58,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.01,0.03,0.0,0.18,0.24,0.14,0.0,0.08,0.15,0.27,0.15,0.24,0.0,0.05,0.0,0.05,0.04,0.0,0.08,0.06,0.0,0.03,0.26,0.1,0.03,0.09,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.03,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0
2023-06-12,DE.SN,133.0,4.0,47.0,54.0,5.0,20.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,2.0,16.0,0.0,4.0,7.0,0.0,2.0,3.0,0.0,15.0,0.0,3.0,3.0,0.0,7.0,2.0,0.0,0.79,1.0,0.87,0.82,1.0,0.69,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.03,0.0,0.0,0.2,0.1,0.0,0.07,0.11,0.0,0.07,0.3,0.0,0.09,0.0,0.06,0.05,0.0,0.24,0.2,0.0,0.02,0.29,0.07,0.03,0.11,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-12,DE.ST,338.0,10.0,132.0,113.0,34.0,29.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,3.0,5.0,0.0,6.0,5.0,54.0,0.0,8.0,25.0,2.0,12.0,7.0,0.0,47.0,0.0,10.0,22.0,0.0,9.0,6.0,0.0,0.74,1.0,0.86,0.68,0.94,0.52,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.02,0.03,0.0,0.11,0.13,0.12,0.0,0.05,0.15,0.06,0.21,0.18,0.0,0.11,0.0,0.07,0.13,0.0,0.16,0.16,0.0,0.03,0.2,0.12,0.04,0.19,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0
