date,geography,distinct_patient_count J00-J06 Acute upper respiratory infections 0-200,distinct_patient_count J00-J06 Acute upper respiratory infections 1-4,distinct_patient_count J00-J06 Acute upper respiratory infections 15-34,distinct_patient_count J00-J06 Acute upper respiratory infections 35-59,distinct_patient_count J00-J06 Acute upper respiratory infections 5-14,distinct_patient_count J00-J06 Acute upper respiratory infections 60-79,distinct_patient_count J00-J06 Acute upper respiratory infections 80+,distinct_patient_count J00-J06 Acute upper respiratory infections <1,distinct_patient_count J1-J2 RSV 0-200,distinct_patient_count J1-J2 RSV 1-4,distinct_patient_count J1-J2 RSV 15-34,distinct_patient_count J1-J2 RSV 35-59,distinct_patient_count J1-J2 RSV 5-14,distinct_patient_count J1-J2 RSV 60-79,distinct_patient_count J1-J2 RSV 80+,distinct_patient_count J1-J2 RSV <1,distinct_patient_count J10-J18 Influenza and pneumonia 0-200,distinct_patient_count J10-J18 Influenza and pneumonia 1-4,distinct_patient_count J10-J18 Influenza and pneumonia 15-34,distinct_patient_count J10-J18 Influenza and pneumonia 35-59,distinct_patient_count J10-J18 Influenza and pneumonia 5-14,distinct_patient_count J10-J18 Influenza and pneumonia 60-79,distinct_patient_count J10-J18 Influenza and pneumonia 80+,distinct_patient_count J20-J22 Other acute respiratory infections 0-200,distinct_patient_count J20-J22 Other acute respiratory infections 1-4,distinct_patient_count J20-J22 Other acute respiratory infections 15-34,distinct_patient_count J20-J22 Other acute respiratory infections 35-59,distinct_patient_count J20-J22 Other acute respiratory infections 5-14,distinct_patient_count J20-J22 Other acute respiratory infections 60-79,distinct_patient_count J20-J22 Other acute respiratory infections 80+,distinct_patient_count J20-J22 Other acute respiratory infections <1,distinct_patient_count U0 COVID-19 0-200,distinct_patient_count U0 COVID-19 1-4,distinct_patient_count U0 COVID-19 15-34,distinct_patient_count U0 COVID-19 35-59,distinct_patient_count U0 COVID-19 5-14,distinct_patient_count U0 COVID-19 60-79,distinct_patient_count U0 COVID-19 80+,distinct_patient_count U0 COVID-19 <1,ratio J00-J06 Acute upper respiratory infections 0-200,ratio J00-J06 Acute upper respiratory infections 1-4,ratio J00-J06 Acute upper respiratory infections 15-34,ratio J00-J06 Acute upper respiratory infections 35-59,ratio J00-J06 Acute upper respiratory infections 5-14,ratio J00-J06 Acute upper respiratory infections 60-79,ratio J00-J06 Acute upper respiratory infections 80+,ratio J00-J06 Acute upper respiratory infections <1,ratio J1-J2 RSV 0-200,ratio J1-J2 RSV 1-4,ratio J1-J2 RSV 15-34,ratio J1-J2 RSV 35-59,ratio J1-J2 RSV 5-14,ratio J1-J2 RSV 60-79,ratio J1-J2 RSV 80+,ratio J1-J2 RSV <1,ratio J10-J18 Influenza and pneumonia 0-200,ratio J10-J18 Influenza and pneumonia 1-4,ratio J10-J18 Influenza and pneumonia 15-34,ratio J10-J18 Influenza and pneumonia 35-59,ratio J10-J18 Influenza and pneumonia 5-14,ratio J10-J18 Influenza and pneumonia 60-79,ratio J10-J18 Influenza and pneumonia 80+,ratio J20-J22 Other acute respiratory infections 0-200,ratio J20-J22 Other acute respiratory infections 1-4,ratio J20-J22 Other acute respiratory infections 15-34,ratio J20-J22 Other acute respiratory infections 35-59,ratio J20-J22 Other acute respiratory infections 5-14,ratio J20-J22 Other acute respiratory infections 60-79,ratio J20-J22 Other acute respiratory infections 80+,ratio J20-J22 Other acute respiratory infections <1,ratio U0 COVID-19 0-200,ratio U0 COVID-19 1-4,ratio U0 COVID-19 15-34,ratio U0 COVID-19 35-59,ratio U0 COVID-19 5-14,ratio U0 COVID-19 60-79,ratio U0 COVID-19 80+,ratio U0 COVID-19 <1,ratio_all J00-J06 Acute upper respiratory infections 0-200,ratio_all J00-J06 Acute upper respiratory infections 1-4,ratio_all J00-J06 Acute upper respiratory infections 15-34,ratio_all J00-J06 Acute upper respiratory infections 35-59,ratio_all J00-J06 Acute upper respiratory infections 5-14,ratio_all J00-J06 Acute upper respiratory infections 60-79,ratio_all J00-J06 Acute upper respiratory infections 80+,ratio_all J00-J06 Acute upper respiratory infections <1,ratio_all J1-J2 RSV 0-200,ratio_all J1-J2 RSV 1-4,ratio_all J1-J2 RSV 15-34,ratio_all J1-J2 RSV 35-59,ratio_all J1-J2 RSV 5-14,ratio_all J1-J2 RSV 60-79,ratio_all J1-J2 RSV 80+,ratio_all J1-J2 RSV <1,ratio_all J10-J18 Influenza and pneumonia 0-200,ratio_all J10-J18 Influenza and pneumonia 1-4,ratio_all J10-J18 Influenza and pneumonia 15-34,ratio_all J10-J18 Influenza and pneumonia 35-59,ratio_all J10-J18 Influenza and pneumonia 5-14,ratio_all J10-J18 Influenza and pneumonia 60-79,ratio_all J10-J18 Influenza and pneumonia 80+,ratio_all J20-J22 Other acute respiratory infections 0-200,ratio_all J20-J22 Other acute respiratory infections 1-4,ratio_all J20-J22 Other acute respiratory infections 15-34,ratio_all J20-J22 Other acute respiratory infections 35-59,ratio_all J20-J22 Other acute respiratory infections 5-14,ratio_all J20-J22 Other acute respiratory infections 60-79,ratio_all J20-J22 Other acute respiratory infections 80+,ratio_all J20-J22 Other acute respiratory infections <1,ratio_all U0 COVID-19 0-200,ratio_all U0 COVID-19 1-4,ratio_all U0 COVID-19 15-34,ratio_all U0 COVID-19 35-59,ratio_all U0 COVID-19 5-14,ratio_all U0 COVID-19 60-79,ratio_all U0 COVID-19 80+,ratio_all U0 COVID-19 <1
2023-02-06,DE.MV,256.0,0.0,83.0,119.0,7.0,33.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,3.0,3.0,0.0,3.0,4.0,35.0,3.0,4.0,13.0,0.0,13.0,2.0,0.0,51.0,0.0,13.0,26.0,0.0,10.0,2.0,0.0,0.73,0.0,0.81,0.74,1.0,0.56,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.03,0.02,0.0,0.05,0.18,0.1,1.0,0.04,0.08,0.0,0.22,0.09,0.0,0.15,0.0,0.13,0.16,0.0,0.17,0.09,0.0,0.06,0.0,0.21,0.11,0.21,0.04,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.01,0.19,0.01,0.01,0.0,0.01,0.0,0.0,0.01,0.0,0.03,0.02,0.0,0.01,0.0,0.0
2023-02-06,DE.NI,3175.0,56.0,1175.0,1347.0,162.0,308.0,127.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,252.0,0.0,52.0,97.0,7.0,37.0,59.0,512.0,12.0,123.0,201.0,25.0,72.0,79.0,0.0,772.0,2.0,200.0,401.0,9.0,86.0,74.0,0.0,0.67,0.8,0.76,0.66,0.8,0.61,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.03,0.05,0.03,0.07,0.17,0.11,0.17,0.08,0.1,0.12,0.14,0.23,0.0,0.16,0.03,0.13,0.2,0.04,0.17,0.22,0.0,0.07,0.31,0.2,0.09,0.28,0.03,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,0.0,0.0,0.01,0.07,0.02,0.01,0.04,0.01,0.0,0.0,0.02,0.01,0.03,0.03,0.02,0.01,0.0,0.0
2023-02-06,DE.NW,6656.0,125.0,2439.0,2895.0,253.0,677.0,267.0,0.0,13.0,0.0,7.0,4.0,0.0,2.0,0.0,0.0,343.0,2.0,65.0,136.0,9.0,57.0,74.0,942.0,9.0,224.0,392.0,50.0,153.0,114.0,0.0,1834.0,25.0,443.0,947.0,22.0,233.0,164.0,0.0,1.3599999999999999,1.44,1.54,1.32,1.4700000000000002,1.21,0.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.02,0.04,0.06,0.06,0.1,0.25,0.2,0.13,0.14,0.18,0.29000000000000004,0.27,0.38,0.0,0.37,0.42,0.27,0.43,0.18000000000000002,0.41000000000000003,0.51,0.0,0.15000000000000002,0.6599999999999999,0.43,0.22,0.5800000000000001,0.08,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.02,0.0,0.0,0.02,0.06999999999999999,0.04,0.03,0.12,0.02,0.0,0.0,0.05,0.27,0.08,0.07,0.08,0.03,0.01,0.0
2023-02-06,DE.RP,1670.0,46.0,573.0,715.0,105.0,161.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,191.0,0.0,68.0,79.0,6.0,17.0,21.0,364.0,7.0,94.0,140.0,26.0,46.0,51.0,0.0,398.0,0.0,110.0,197.0,6.0,60.0,25.0,0.0,0.64,0.87,0.68,0.63,0.73,0.57,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.08,0.07,0.04,0.06,0.13,0.14,0.13,0.11,0.12,0.18,0.16,0.31,0.0,0.15,0.0,0.13,0.17,0.04,0.21,0.15,0.0,0.09,0.45,0.24,0.13,0.36,0.04,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.03,0.01,0.02,0.0,0.0,0.02,0.07,0.04,0.03,0.09,0.01,0.01,0.0,0.02,0.0,0.05,0.04,0.02,0.02,0.0,0.0
2023-02-06,DE.SL,780.0,3.0,288.0,334.0,32.0,81.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,0.0,11.0,19.0,0.0,4.0,9.0,111.0,3.0,29.0,35.0,7.0,20.0,17.0,0.0,112.0,0.0,37.0,52.0,2.0,10.0,11.0,0.0,0.75,0.5,0.79,0.76,0.78,0.7,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.03,0.04,0.0,0.03,0.11,0.11,0.5,0.08,0.08,0.17,0.17,0.22,0.0,0.11,0.0,0.1,0.12,0.05,0.09,0.14,0.0,0.08,0.19,0.25,0.12,0.3,0.04,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.01,0.19,0.03,0.01,0.07,0.01,0.0,0.0,0.01,0.0,0.03,0.02,0.02,0.0,0.0,0.0
2023-02-06,DE.SN,485.0,5.0,159.0,220.0,37.0,38.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,2.0,8.0,0.0,2.0,6.0,24.0,0.0,3.0,2.0,3.0,7.0,9.0,0.0,80.0,0.0,26.0,36.0,0.0,10.0,8.0,0.0,0.8,1.0,0.84,0.83,0.92,0.67,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.01,0.03,0.0,0.04,0.12,0.04,0.0,0.02,0.01,0.08,0.12,0.18,0.0,0.14,0.0,0.14,0.14,0.0,0.18,0.16,0.0,0.06,0.26,0.19,0.1,0.35,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.01,0.0,0.03,0.02,0.0,0.01,0.0,0.0
2023-02-06,DE.ST,513.0,17.0,170.0,228.0,27.0,50.0,21.0,0.0,7.0,0.0,0.0,5.0,0.0,0.0,2.0,0.0,17.0,0.0,2.0,5.0,0.0,7.0,3.0,80.0,2.0,7.0,39.0,0.0,21.0,11.0,0.0,63.0,0.0,8.0,41.0,0.0,9.0,5.0,0.0,0.75,0.89,0.91,0.72,1.0,0.57,0.5,0.0,0.02,0.0,0.0,0.02,0.0,0.0,0.05,0.0,0.03,0.0,0.01,0.02,0.0,0.08,0.07,0.12,0.11,0.04,0.12,0.0,0.24,0.26,0.0,0.1,0.0,0.04,0.13,0.0,0.1,0.12,0.0,0.07,0.3,0.23,0.11,0.25,0.03,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.04,0.01,0.02,0.0,0.01,0.0,0.0,0.01,0.0,0.01,0.02,0.0,0.01,0.0,0.0
2023-02-06,DE.SH,1649.0,6.0,644.0,769.0,32.0,141.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,0.0,19.0,21.0,0.0,15.0,23.0,199.0,0.0,49.0,87.0,2.0,32.0,29.0,0.0,280.0,0.0,66.0,151.0,0.0,38.0,25.0,0.0,0.75,1.0,0.83,0.75,0.94,0.62,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.02,0.02,0.0,0.07,0.17,0.09,0.0,0.06,0.08,0.06,0.14,0.22,0.0,0.13,0.0,0.08,0.15,0.0,0.17,0.19,0.0,0.07,0.21,0.21,0.1,0.23,0.03,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.01,0.0,0.02,0.01,0.01,0.01,0.0,0.0,0.01,0.0,0.02,0.02,0.0,0.01,0.0,0.0
2023-02-06,DE.TH,993.0,14.0,329.0,443.0,62.0,92.0,53.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,10.0,0.0,7.0,21.0,124.0,0.0,19.0,59.0,8.0,21.0,17.0,0.0,137.0,0.0,26.0,67.0,5.0,17.0,22.0,0.0,0.77,1.0,0.88,0.76,0.83,0.67,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.02,0.0,0.05,0.19,0.1,0.0,0.05,0.1,0.11,0.15,0.15,0.0,0.11,0.0,0.07,0.12,0.07,0.12,0.19,0.0,0.07,0.44,0.26,0.11,0.41,0.03,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.05,0.01,0.0,0.0,0.01,0.0,0.02,0.02,0.03,0.01,0.0,0.0
2023-02-13,DE.BW,4552.0,20.0,1687.0,2100.0,119.0,436.0,190.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,414.0,0.0,113.0,179.0,6.0,55.0,61.0,519.0,8.0,145.0,207.0,15.0,79.0,65.0,0.0,1109.0,0.0,313.0,555.0,3.0,148.0,90.0,0.0,0.69,0.71,0.75,0.69,0.83,0.61,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.05,0.06,0.04,0.08,0.15,0.08,0.29,0.06,0.07,0.1,0.11,0.16,0.0,0.17,0.0,0.14,0.18,0.02,0.21,0.22,0.0,0.1,0.16,0.25,0.14,0.26,0.05,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.02,0.01,0.01,0.01,0.0,0.01,0.06,0.02,0.01,0.03,0.01,0.0,0.0,0.02,0.0,0.05,0.04,0.01,0.02,0.01,0.0
2023-02-13,DE.BY,4351.0,77.0,1504.0,1878.0,278.0,393.0,221.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,230.0,4.0,38.0,94.0,8.0,20.0,66.0,435.0,26.0,77.0,146.0,41.0,62.0,83.0,0.0,1080.0,2.0,263.0,538.0,18.0,153.0,106.0,0.0,0.71,0.71,0.8,0.71,0.81,0.63,0.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.02,0.04,0.02,0.03,0.14,0.07,0.24,0.04,0.05,0.12,0.1,0.17,0.0,0.18,0.02,0.14,0.2,0.05,0.24,0.22,0.0,0.09,0.22,0.23,0.13,0.31,0.05,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.01,0.0,0.0,0.01,0.07,0.01,0.01,0.05,0.01,0.01,0.0,0.02,0.01,0.04,0.04,0.02,0.02,0.01,0.0
2023-02-13,DE.BE,813.0,5.0,280.0,382.0,26.0,90.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,3.0,8.0,0.0,0.0,9.0,140.0,0.0,38.0,63.0,2.0,24.0,13.0,0.0,183.0,0.0,56.0,86.0,0.0,31.0,10.0,0.0,0.7,1.0,0.74,0.71,0.93,0.62,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.01,0.01,0.0,0.0,0.15,0.12,0.0,0.1,0.12,0.07,0.17,0.21,0.0,0.16,0.0,0.15,0.16,0.0,0.21,0.16,0.0,0.07,0.5,0.19,0.1,0.4,0.04,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.03,0.02,0.03,0.01,0.0,0.0,0.02,0.0,0.04,0.02,0.0,0.01,0.0,0.0
2023-02-13,DE.BB,375.0,8.0,126.0,157.0,40.0,30.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,3.0,7.0,0.0,4.0,8.0,23.0,2.0,4.0,5.0,5.0,4.0,3.0,0.0,97.0,0.0,25.0,44.0,2.0,17.0,9.0,0.0,0.73,0.8,0.8,0.74,0.85,0.55,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.02,0.03,0.0,0.07,0.24,0.04,0.2,0.03,0.02,0.11,0.07,0.09,0.0,0.19,0.0,0.16,0.21,0.04,0.31,0.26,0.0,0.06,0.18,0.2,0.09,0.25,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.01,0.0,0.03,0.0,0.0,0.0,0.02,0.0,0.04,0.03,0.01,0.01,0.0,0.0
2023-02-13,DE.HB,402.0,23.0,154.0,185.0,6.0,27.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,6.0,0.0,3.0,0.0,37.0,4.0,3.0,17.0,3.0,4.0,6.0,0.0,129.0,0.0,45.0,64.0,0.0,14.0,6.0,0.0,0.7,0.85,0.76,0.68,0.67,0.56,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.02,0.0,0.06,0.0,0.06,0.15,0.01,0.06,0.33,0.08,0.32,0.0,0.24,0.0,0.22,0.24,0.0,0.29,0.32,0.0,0.09,0.34,0.19,0.13,0.11,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.06,0.0,0.01,0.05,0.01,0.0,0.0,0.03,0.0,0.05,0.05,0.0,0.02,0.0,0.0
2023-02-13,DE.HH,772.0,9.0,336.0,307.0,34.0,52.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,15.0,27.0,0.0,4.0,10.0,116.0,0.0,30.0,54.0,0.0,15.0,17.0,0.0,73.0,0.0,28.0,32.0,0.0,5.0,8.0,0.0,0.76,1.0,0.82,0.73,1.0,0.68,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.04,0.06,0.0,0.05,0.14,0.12,0.0,0.07,0.13,0.0,0.2,0.25,0.0,0.07,0.0,0.07,0.08,0.0,0.07,0.12,0.0,0.09,0.69,0.25,0.12,0.39,0.04,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.0,0.0,0.0,0.01,0.0,0.02,0.02,0.0,0.01,0.01,0.0,0.01,0.0,0.02,0.01,0.0,0.0,0.0,0.0
2023-02-13,DE.HE,2801.0,22.0,1009.0,1253.0,101.0,266.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.0,0.0,10.0,41.0,0.0,14.0,36.0,379.0,8.0,87.0,153.0,28.0,44.0,59.0,0.0,735.0,2.0,178.0,373.0,9.0,100.0,73.0,0.0,0.7,0.69,0.79,0.69,0.73,0.63,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.01,0.02,0.0,0.03,0.11,0.09,0.25,0.07,0.08,0.2,0.1,0.19,0.0,0.18,0.06,0.14,0.2,0.07,0.24,0.23,0.0,0.09,0.26,0.25,0.13,0.29,0.05,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.09,0.02,0.02,0.08,0.01,0.01,0.0,0.02,0.02,0.04,0.04,0.03,0.02,0.01,0.0
2023-02-13,DE.MV,309.0,7.0,110.0,144.0,12.0,24.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,2.0,4.0,0.0,0.0,9.0,51.0,0.0,12.0,18.0,3.0,6.0,12.0,0.0,82.0,0.0,24.0,37.0,0.0,15.0,6.0,0.0,0.68,1.0,0.74,0.71,0.8,0.53,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.01,0.02,0.0,0.0,0.23,0.11,0.0,0.08,0.09,0.2,0.13,0.31,0.0,0.19,0.0,0.16,0.18,0.0,0.33,0.15,0.0,0.07,0.26,0.25,0.12,0.21,0.03,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.03,0.01,0.05,0.01,0.01,0.0,0.02,0.0,0.05,0.03,0.0,0.02,0.0,0.0
2023-02-13,DE.NI,3459.0,70.0,1292.0,1433.0,170.0,325.0,169.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,251.0,2.0,60.0,107.0,2.0,27.0,53.0,558.0,15.0,132.0,229.0,29.0,68.0,85.0,0.0,994.0,3.0,257.0,472.0,10.0,156.0,96.0,0.0,0.66,0.78,0.74,0.64,0.81,0.56,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.02,0.03,0.05,0.01,0.05,0.13,0.11,0.17,0.08,0.1,0.14,0.12,0.21,0.0,0.19,0.03,0.15,0.21,0.05,0.27,0.24,0.0,0.07,0.35,0.21,0.1,0.31,0.04,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.01,0.07,0.02,0.02,0.05,0.01,0.01,0.0,0.02,0.01,0.04,0.03,0.02,0.02,0.01,0.0
2023-02-13,DE.NW,7025.0,117.0,2467.0,3163.0,220.0,678.0,376.0,4.0,5.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,363.0,2.0,60.0,148.0,11.0,50.0,92.0,955.0,13.0,215.0,408.0,37.0,143.0,139.0,0.0,2085.0,18.0,541.0,1010.0,32.0,270.0,214.0,0.0,1.35,1.4,1.49,1.34,1.4500000000000002,1.19,0.9099999999999999,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.02,0.04,0.06,0.07,0.09,0.22999999999999998,0.19,0.15000000000000002,0.12000000000000001,0.17,0.23,0.25,0.33999999999999997,0.0,0.4,0.44,0.33999999999999997,0.43,0.24,0.47000000000000003,0.51,0.0,0.16999999999999998,0.51,0.45,0.22999999999999998,0.56,0.08,0.02,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.02,0.03,0.0,0.0,0.02,0.05,0.04,0.03,0.08,0.02,0.01,0.0,0.05,0.2,0.09,0.07,0.12,0.03,0.02,0.0
2023-02-13,DE.RP,1566.0,26.0,546.0,677.0,77.0,166.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,191.0,0.0,51.0,78.0,9.0,26.0,27.0,312.0,6.0,80.0,121.0,14.0,46.0,45.0,0.0,424.0,0.0,111.0,219.0,6.0,57.0,31.0,0.0,0.63,0.81,0.69,0.62,0.73,0.56,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.06,0.07,0.08,0.09,0.15,0.13,0.19,0.1,0.11,0.13,0.16,0.25,0.0,0.17,0.0,0.14,0.2,0.06,0.19,0.18,0.0,0.1,0.33,0.24,0.14,0.33,0.05,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.02,0.02,0.04,0.01,0.0,0.02,0.08,0.04,0.02,0.06,0.01,0.01,0.0,0.03,0.0,0.05,0.04,0.03,0.02,0.01,0.0
2023-02-13,DE.SL,836.0,3.0,274.0,375.0,31.0,88.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,8.0,11.0,0.0,5.0,11.0,137.0,3.0,30.0,54.0,7.0,25.0,18.0,0.0,137.0,0.0,35.0,64.0,0.0,20.0,18.0,0.0,0.73,0.5,0.79,0.74,0.82,0.64,0.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.02,0.02,0.0,0.04,0.1,0.12,0.5,0.09,0.11,0.18,0.18,0.16,0.0,0.12,0.0,0.1,0.13,0.0,0.14,0.16,0.0,0.08,0.2,0.24,0.13,0.26,0.04,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.01,0.2,0.03,0.02,0.06,0.01,0.0,0.0,0.01,0.0,0.03,0.02,0.0,0.01,0.0,0.0
2023-02-13,DE.SN,295.0,8.0,102.0,129.0,16.0,27.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,5.0,0.0,0.0,2.0,27.0,0.0,2.0,10.0,4.0,5.0,6.0,0.0,31.0,0.0,7.0,15.0,0.0,7.0,2.0,0.0,0.82,1.0,0.92,0.81,0.8,0.69,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.03,0.0,0.0,0.09,0.08,0.0,0.02,0.06,0.2,0.13,0.26,0.0,0.09,0.0,0.06,0.09,0.0,0.18,0.09,0.0,0.05,0.42,0.19,0.09,0.28,0.03,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.07,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.0,0.01,0.0,0.0
2023-02-13,DE.ST,690.0,13.0,219.0,331.0,27.0,70.0,30.0,0.0,6.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,36.0,0.0,2.0,13.0,0.0,10.0,11.0,128.0,2.0,23.0,48.0,3.0,27.0,25.0,0.0,134.0,0.0,18.0,65.0,0.0,27.0,24.0,0.0,0.69,0.87,0.84,0.72,0.9,0.51,0.33,0.0,0.01,0.0,0.0,0.01,0.0,0.01,0.0,0.0,0.04,0.0,0.01,0.03,0.0,0.07,0.12,0.13,0.13,0.09,0.1,0.1,0.2,0.28,0.0,0.14,0.0,0.07,0.14,0.0,0.2,0.27,0.0,0.06,0.23,0.21,0.1,0.19,0.03,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.04,0.02,0.02,0.02,0.01,0.01,0.0,0.01,0.0,0.02,0.02,0.0,0.01,0.01,0.0
